,#,Date,Category,Winner,Movie,Wikipedia_URL
222,60th,"April 11, 1988",Best Actress in a Leading Role,False,Anna,https://en.wikipedia.org/wiki/60th_Academy_Awards
223,60th,"April 11, 1988",Best Actress in a Leading Role,False,Ironweed,https://en.wikipedia.org/wiki/60th_Academy_Awards
224,60th,"April 11, 1988",Best Actor in a Supporting Role,True,The Untouchables,https://en.wikipedia.org/wiki/60th_Academy_Awards
225,60th,"April 11, 1988",Best Actor in a Supporting Role,False,Broadcast News,https://en.wikipedia.org/wiki/60th_Academy_Awards
226,60th,"April 11, 1988",Best Actor in a Supporting Role,False,Street Smart,https://en.wikipedia.org/wiki/60th_Academy_Awards
227,60th,"April 11, 1988",Best Actor in a Supporting Role,False,Moonstruck,https://en.wikipedia.org/wiki/60th_Academy_Awards
228,60th,"April 11, 1988",Best Actor in a Supporting Role,False,Cry Freedom,https://en.wikipedia.org/wiki/60th_Academy_Awards
229,60th,"April 11, 1988",Best Actress in a Supporting Role,True,Moonstruck,https://en.wikipedia.org/wiki/60th_Academy_Awards
230,60th,"April 11, 1988",Best Actress in a Supporting Role,False,Gaby: A True Story,https://en.wikipedia.org/wiki/60th_Academy_Awards
231,60th,"April 11, 1988",Best Actress in a Supporting Role,False,Fatal Attraction,https://en.wikipedia.org/wiki/60th_Academy_Awards
232,60th,"April 11, 1988",Best Actress in a Supporting Role,False,Throw Momma from the Train,https://en.wikipedia.org/wiki/60th_Academy_Awards
233,60th,"April 11, 1988",Best Actress in a Supporting Role,False,The Whales of August,https://en.wikipedia.org/wiki/60th_Academy_Awards
234,60th,"April 11, 1988",Best Writing (Screenplay Written Directly for the Screen),True,Moonstruck,https://en.wikipedia.org/wiki/60th_Academy_Awards
235,60th,"April 11, 1988",Best Writing (Screenplay Written Directly for the Screen),False,Au revoir les enfants,https://en.wikipedia.org/wiki/60th_Academy_Awards
236,60th,"April 11, 1988",Best Writing (Screenplay Written Directly for the Screen),False,Broadcast News,https://en.wikipedia.org/wiki/60th_Academy_Awards
237,60th,"April 11, 1988",Best Writing (Screenplay Written Directly for the Screen),False,Hope and Glory,https://en.wikipedia.org/wiki/60th_Academy_Awards
238,60th,"April 11, 1988",Best Writing (Screenplay Written Directly for the Screen),False,Radio Days,https://en.wikipedia.org/wiki/60th_Academy_Awards
239,60th,"April 11, 1988",Best Writing (Screenplay Based on Material from Another Medium),True,The Last Emperor,https://en.wikipedia.org/wiki/60th_Academy_Awards
240,60th,"April 11, 1988",Best Writing (Screenplay Based on Material from Another Medium),False,The Dead,https://en.wikipedia.org/wiki/60th_Academy_Awards
241,60th,"April 11, 1988",Best Writing (Screenplay Based on Material from Another Medium),False,Fatal Attraction,https://en.wikipedia.org/wiki/60th_Academy_Awards
242,60th,"April 11, 1988",Best Writing (Screenplay Based on Material from Another Medium),False,Full Metal Jacket,https://en.wikipedia.org/wiki/60th_Academy_Awards
243,60th,"April 11, 1988",Best Writing (Screenplay Based on Material from Another Medium),False,The Short-Timers,https://en.wikipedia.org/wiki/60th_Academy_Awards
244,60th,"April 11, 1988",Best Writing (Screenplay Based on Material from Another Medium),False,My Life as a Dog,https://en.wikipedia.org/wiki/60th_Academy_Awards
245,60th,"April 11, 1988",Best Foreign Language Film,True,Babette's Feast,https://en.wikipedia.org/wiki/60th_Academy_Awards
246,60th,"April 11, 1988",Best Foreign Language Film,False,Au revoir les enfants,https://en.wikipedia.org/wiki/60th_Academy_Awards
247,60th,"April 11, 1988",Best Foreign Language Film,False,Course Completed,https://en.wikipedia.org/wiki/60th_Academy_Awards
248,60th,"April 11, 1988",Best Foreign Language Film,False,The Family,https://en.wikipedia.org/wiki/60th_Academy_Awards
249,60th,"April 11, 1988",Best Foreign Language Film,False,Pathfinder,https://en.wikipedia.org/wiki/60th_Academy_Awards
250,60th,"April 11, 1988",Best Documentary (Feature),True,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,https://en.wikipedia.org/wiki/60th_Academy_Awards
251,60th,"April 11, 1988",Best Documentary (Feature),False,Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,https://en.wikipedia.org/wiki/60th_Academy_Awards
252,60th,"April 11, 1988",Best Documentary (Feature),False,Hellfire: A Journey from Hiroshima,https://en.wikipedia.org/wiki/60th_Academy_Awards
253,60th,"April 11, 1988",Best Documentary (Feature),False,Radio Bikini,https://en.wikipedia.org/wiki/60th_Academy_Awards
254,60th,"April 11, 1988",Best Documentary (Feature),False,A Stitch for Time,https://en.wikipedia.org/wiki/60th_Academy_Awards
255,60th,"April 11, 1988",Best Documentary (Short Subject),True,Young at Heart,https://en.wikipedia.org/wiki/60th_Academy_Awards
256,60th,"April 11, 1988",Best Documentary (Short Subject),False,Frances Steloff: Memoirs of a Bookseller,https://en.wikipedia.org/wiki/60th_Academy_Awards
257,60th,"April 11, 1988",Best Documentary (Short Subject),False,In the Wee Wee Hours...,https://en.wikipedia.org/wiki/60th_Academy_Awards
258,60th,"April 11, 1988",Best Documentary (Short Subject),False,Language Says It All,https://en.wikipedia.org/wiki/60th_Academy_Awards
259,60th,"April 11, 1988",Best Documentary (Short Subject),False,Silver into Gold,https://en.wikipedia.org/wiki/60th_Academy_Awards
260,60th,"April 11, 1988",Best Short Film (Live Action),True,Ray's Male Heterosexual Dance Hall,https://en.wikipedia.org/wiki/60th_Academy_Awards
261,60th,"April 11, 1988",Best Short Film (Animated),True,The Man Who Planted Trees,https://en.wikipedia.org/wiki/60th_Academy_Awards
262,60th,"April 11, 1988",Best Short Film (Animated),False,George and Rosemary,https://en.wikipedia.org/wiki/60th_Academy_Awards
263,60th,"April 11, 1988",Best Short Film (Animated),False,Your Face,https://en.wikipedia.org/wiki/60th_Academy_Awards
264,60th,"April 11, 1988",Best Music (Original Score),True,The Last Emperor,https://en.wikipedia.org/wiki/60th_Academy_Awards
265,60th,"April 11, 1988",Best Music (Original Score),False,Cry Freedom,https://en.wikipedia.org/wiki/60th_Academy_Awards
266,60th,"April 11, 1988",Best Music (Original Score),False,Empire of the Sun,https://en.wikipedia.org/wiki/60th_Academy_Awards
267,60th,"April 11, 1988",Best Music (Original Score),False,The Untouchables,https://en.wikipedia.org/wiki/60th_Academy_Awards
268,60th,"April 11, 1988",Best Music (Original Score),False,The Witches of Eastwick,https://en.wikipedia.org/wiki/60th_Academy_Awards
269,60th,"April 11, 1988",Best Music (Original Song),True,Dirty Dancing,https://en.wikipedia.org/wiki/60th_Academy_Awards
270,60th,"April 11, 1988",Best Music (Original Song),False,Cry Freedom,https://en.wikipedia.org/wiki/60th_Academy_Awards
271,60th,"April 11, 1988",Best Music (Original Song),False,Mannequin,https://en.wikipedia.org/wiki/60th_Academy_Awards
272,60th,"April 11, 1988",Best Music (Original Song),False,Beverly Hills Cop II,https://en.wikipedia.org/wiki/60th_Academy_Awards
273,60th,"April 11, 1988",Best Music (Original Song),False,The Princess Bride,https://en.wikipedia.org/wiki/60th_Academy_Awards
274,60th,"April 11, 1988",Best Sound,True,The Last Emperor,https://en.wikipedia.org/wiki/60th_Academy_Awards
275,60th,"April 11, 1988",Best Sound,False,Empire of the Sun,https://en.wikipedia.org/wiki/60th_Academy_Awards
276,60th,"April 11, 1988",Best Sound,False,Lethal Weapon,https://en.wikipedia.org/wiki/60th_Academy_Awards
277,60th,"April 11, 1988",Best Sound,False,RoboCop,https://en.wikipedia.org/wiki/60th_Academy_Awards
278,60th,"April 11, 1988",Best Sound,False,The Witches of Eastwick,https://en.wikipedia.org/wiki/60th_Academy_Awards
279,60th,"April 11, 1988",Best Art Direction,True,The Last Emperor,https://en.wikipedia.org/wiki/60th_Academy_Awards
280,60th,"April 11, 1988",Best Art Direction,False,Empire of the Sun,https://en.wikipedia.org/wiki/60th_Academy_Awards
281,60th,"April 11, 1988",Best Art Direction,False,Hope and Glory,https://en.wikipedia.org/wiki/60th_Academy_Awards
282,60th,"April 11, 1988",Best Art Direction,False,Radio Days,https://en.wikipedia.org/wiki/60th_Academy_Awards
283,60th,"April 11, 1988",Best Art Direction,False,The Untouchables,https://en.wikipedia.org/wiki/60th_Academy_Awards
284,60th,"April 11, 1988",Best Cinematography,True,The Last Emperor,https://en.wikipedia.org/wiki/60th_Academy_Awards
285,60th,"April 11, 1988",Best Cinematography,False,Broadcast News,https://en.wikipedia.org/wiki/60th_Academy_Awards
286,60th,"April 11, 1988",Best Cinematography,False,Empire of the Sun,https://en.wikipedia.org/wiki/60th_Academy_Awards
287,60th,"April 11, 1988",Best Cinematography,False,Hope and Glory,https://en.wikipedia.org/wiki/60th_Academy_Awards
288,60th,"April 11, 1988",Best Cinematography,False,Matewan,https://en.wikipedia.org/wiki/60th_Academy_Awards
289,60th,"April 11, 1988",Best Makeup,True,Harry and the Hendersons,https://en.wikipedia.org/wiki/60th_Academy_Awards
290,60th,"April 11, 1988",Best Makeup,False,Happy New Year,https://en.wikipedia.org/wiki/60th_Academy_Awards
291,60th,"April 11, 1988",Best Costume Design,True,The Last Emperor,https://en.wikipedia.org/wiki/60th_Academy_Awards
292,60th,"April 11, 1988",Best Costume Design,False,The Dead,https://en.wikipedia.org/wiki/60th_Academy_Awards
293,60th,"April 11, 1988",Best Costume Design,False,Empire of the Sun,https://en.wikipedia.org/wiki/60th_Academy_Awards
294,60th,"April 11, 1988",Best Costume Design,False,Maurice,https://en.wikipedia.org/wiki/60th_Academy_Awards
295,60th,"April 11, 1988",Best Costume Design,False,The Untouchables,https://en.wikipedia.org/wiki/60th_Academy_Awards
296,60th,"April 11, 1988",Best Film Editing,True,The Last Emperor,https://en.wikipedia.org/wiki/60th_Academy_Awards
297,60th,"April 11, 1988",Best Film Editing,False,Broadcast News,https://en.wikipedia.org/wiki/60th_Academy_Awards
298,60th,"April 11, 1988",Best Film Editing,False,Empire of the Sun,https://en.wikipedia.org/wiki/60th_Academy_Awards
299,60th,"April 11, 1988",Best Film Editing,False,Fatal Attraction,https://en.wikipedia.org/wiki/60th_Academy_Awards
300,60th,"April 11, 1988",Best Film Editing,False,RoboCop,https://en.wikipedia.org/wiki/60th_Academy_Awards
301,60th,"April 11, 1988",Best Visual Effects,True,Innerspace,https://en.wikipedia.org/wiki/60th_Academy_Awards
302,60th,"April 11, 1988",Best Visual Effects,False,Predator,https://en.wikipedia.org/wiki/60th_Academy_Awards
303,61st,"March 29, 1989",Best Picture,True,Rain Man,https://en.wikipedia.org/wiki/61st_Academy_Awards
304,61st,"March 29, 1989",Best Picture,False,The Accidental Tourist,https://en.wikipedia.org/wiki/61st_Academy_Awards
305,61st,"March 29, 1989",Best Picture,False,Dangerous Liaisons,https://en.wikipedia.org/wiki/61st_Academy_Awards
306,61st,"March 29, 1989",Best Picture,False,Mississippi Burning,https://en.wikipedia.org/wiki/61st_Academy_Awards
307,61st,"March 29, 1989",Best Picture,False,Working Girl,https://en.wikipedia.org/wiki/61st_Academy_Awards
308,61st,"March 29, 1989",Best Directing,True,Rain Man,https://en.wikipedia.org/wiki/61st_Academy_Awards
309,61st,"March 29, 1989",Best Directing,False,A Fish Called Wanda,https://en.wikipedia.org/wiki/61st_Academy_Awards
310,61st,"March 29, 1989",Best Directing,False,The Last Temptation of Christ,https://en.wikipedia.org/wiki/61st_Academy_Awards
311,61st,"March 29, 1989",Best Directing,False,Mississippi Burning,https://en.wikipedia.org/wiki/61st_Academy_Awards
312,61st,"March 29, 1989",Best Directing,False,Working Girl,https://en.wikipedia.org/wiki/61st_Academy_Awards
313,61st,"March 29, 1989",Best Actor in a Leading Role,True,Rain Man,https://en.wikipedia.org/wiki/61st_Academy_Awards
314,61st,"March 29, 1989",Best Actor in a Leading Role,False,Mississippi Burning,https://en.wikipedia.org/wiki/61st_Academy_Awards
315,61st,"March 29, 1989",Best Actor in a Leading Role,False,Big,https://en.wikipedia.org/wiki/61st_Academy_Awards
316,61st,"March 29, 1989",Best Actor in a Leading Role,False,Stand and Deliver,https://en.wikipedia.org/wiki/61st_Academy_Awards
317,61st,"March 29, 1989",Best Actor in a Leading Role,False,Pelle the Conqueror,https://en.wikipedia.org/wiki/61st_Academy_Awards
318,61st,"March 29, 1989",Best Actress in a Leading Role,True,The Accused,https://en.wikipedia.org/wiki/61st_Academy_Awards
319,61st,"March 29, 1989",Best Actress in a Leading Role,False,Dangerous Liaisons,https://en.wikipedia.org/wiki/61st_Academy_Awards
320,61st,"March 29, 1989",Best Actress in a Leading Role,False,Working Girl,https://en.wikipedia.org/wiki/61st_Academy_Awards
321,61st,"March 29, 1989",Best Actress in a Leading Role,False,A Cry in the Dark,https://en.wikipedia.org/wiki/61st_Academy_Awards
322,61st,"March 29, 1989",Best Actress in a Leading Role,False,Gorillas in the Mist,https://en.wikipedia.org/wiki/61st_Academy_Awards
323,61st,"March 29, 1989",Best Actor in a Supporting Role,True,A Fish Called Wanda,https://en.wikipedia.org/wiki/61st_Academy_Awards
324,61st,"March 29, 1989",Best Actor in a Supporting Role,False,Little Dorrit,https://en.wikipedia.org/wiki/61st_Academy_Awards
325,61st,"March 29, 1989",Best Actor in a Supporting Role,False,Tucker: The Man and His Dream,https://en.wikipedia.org/wiki/61st_Academy_Awards
326,61st,"March 29, 1989",Best Actor in a Supporting Role,False,Running on Empty,https://en.wikipedia.org/wiki/61st_Academy_Awards
327,61st,"March 29, 1989",Best Actor in a Supporting Role,False,Married to the Mob,https://en.wikipedia.org/wiki/61st_Academy_Awards
328,61st,"March 29, 1989",Best Actress in a Supporting Role,True,The Accidental Tourist,https://en.wikipedia.org/wiki/61st_Academy_Awards
329,61st,"March 29, 1989",Best Actress in a Supporting Role,False,Working Girl,https://en.wikipedia.org/wiki/61st_Academy_Awards
330,61st,"March 29, 1989",Best Actress in a Supporting Role,False,Mississippi Burning,https://en.wikipedia.org/wiki/61st_Academy_Awards
331,61st,"March 29, 1989",Best Actress in a Supporting Role,False,Dangerous Liaisons,https://en.wikipedia.org/wiki/61st_Academy_Awards
332,61st,"March 29, 1989",Best Writing (Screenplay Written Directly for the Screen),True,Rain Man,https://en.wikipedia.org/wiki/61st_Academy_Awards
333,61st,"March 29, 1989",Best Writing (Screenplay Written Directly for the Screen),False,Big,https://en.wikipedia.org/wiki/61st_Academy_Awards
334,61st,"March 29, 1989",Best Writing (Screenplay Written Directly for the Screen),False,Bull Durham,https://en.wikipedia.org/wiki/61st_Academy_Awards
335,61st,"March 29, 1989",Best Writing (Screenplay Written Directly for the Screen),False,A Fish Called Wanda,https://en.wikipedia.org/wiki/61st_Academy_Awards
336,61st,"March 29, 1989",Best Writing (Screenplay Written Directly for the Screen),False,Running on Empty,https://en.wikipedia.org/wiki/61st_Academy_Awards
337,61st,"March 29, 1989",Best Writing (Screenplay Based on Material from Another Medium),True,Dangerous Liaisons,https://en.wikipedia.org/wiki/61st_Academy_Awards
338,61st,"March 29, 1989",Best Writing (Screenplay Based on Material from Another Medium),False,The Accidental Tourist,https://en.wikipedia.org/wiki/61st_Academy_Awards
339,61st,"March 29, 1989",Best Writing (Screenplay Based on Material from Another Medium),False,Gorillas in the Mist,https://en.wikipedia.org/wiki/61st_Academy_Awards
340,61st,"March 29, 1989",Best Writing (Screenplay Based on Material from Another Medium),False,Little Dorrit,https://en.wikipedia.org/wiki/61st_Academy_Awards
341,61st,"March 29, 1989",Best Writing (Screenplay Based on Material from Another Medium),False,The Unbearable Lightness of Being,https://en.wikipedia.org/wiki/61st_Academy_Awards
342,61st,"March 29, 1989",Best Foreign Language Film,True,Pelle the Conqueror,https://en.wikipedia.org/wiki/61st_Academy_Awards
343,61st,"March 29, 1989",Best Foreign Language Film,False,Hanussen,https://en.wikipedia.org/wiki/61st_Academy_Awards
344,61st,"March 29, 1989",Best Foreign Language Film,False,The Music Teacher,https://en.wikipedia.org/wiki/61st_Academy_Awards
345,61st,"March 29, 1989",Best Foreign Language Film,False,Salaam Bombay!,https://en.wikipedia.org/wiki/61st_Academy_Awards
346,61st,"March 29, 1989",Best Foreign Language Film,False,Women on the Verge of a Nervous Breakdown,https://en.wikipedia.org/wiki/61st_Academy_Awards
347,61st,"March 29, 1989",Best Documentary (Feature),True,Hôtel Terminus: The Life and Times of Klaus Barbie,https://en.wikipedia.org/wiki/61st_Academy_Awards
348,61st,"March 29, 1989",Best Documentary (Feature),False,The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out,https://en.wikipedia.org/wiki/61st_Academy_Awards
349,61st,"March 29, 1989",Best Documentary (Feature),False,Let's Get Lost,https://en.wikipedia.org/wiki/61st_Academy_Awards
350,61st,"March 29, 1989",Best Documentary (Feature),False,Promises to Keep,https://en.wikipedia.org/wiki/61st_Academy_Awards
351,61st,"March 29, 1989",Best Documentary (Feature),False,Who Killed Vincent Chin?,https://en.wikipedia.org/wiki/61st_Academy_Awards
352,61st,"March 29, 1989",Best Documentary (Short Subject),True,You Don't Have to Die,https://en.wikipedia.org/wiki/61st_Academy_Awards
353,61st,"March 29, 1989",Best Documentary (Short Subject),False,The Children's Storefront,https://en.wikipedia.org/wiki/61st_Academy_Awards
